region,Date,source,vegetation_index_mean,vegetation_index_max,vegetation_index_min,vegetation_index_std,vegetation_index_variance
NT,26-03-20,Jan_16,0.281603147,0.958410084,-0.199999988,0.139115573,0.019720229
NT,27-03-20,Jan_16,0.281715857,0.95854941,-0.199999988,0.139248204,0.01976079
NT,28-03-20,Jan_16,0.281828567,0.958688736,-0.199999988,0.139380834,0.019801351
NT,29-03-20,Jan_16,0.281941278,0.958828062,-0.199999988,0.139513465,0.019841912
NT,30-03-20,Jan_16,0.282053988,0.958967388,-0.199999988,0.139646096,0.019882473
NT,31-03-20,Jan_16,0.282166698,0.959106714,-0.199999988,0.139778726,0.019923033
NT,01-04-20,Jan_16,0.282279409,0.95924604,-0.199999988,0.139911357,0.019963594
NT,02-04-20,Jan_16,0.282392119,0.959385365,-0.199999988,0.140043987,0.020004155
NT,03-04-20,Jan_16,0.282504829,0.959524691,-0.199999988,0.140176618,0.020044716
NT,04-04-20,Jan_16,0.282617539,0.959664017,-0.199999988,0.140309249,0.020085277
NT,05-04-20,Jan_16,0.28273025,0.959803343,-0.199999988,0.140441879,0.020125838
NT,06-04-20,Jan_16,0.28284296,0.959942669,-0.199999988,0.14057451,0.020166399
NT,07-04-20,Jan_16,0.28295567,0.960081995,-0.199999988,0.140707141,0.02020696
NT,08-04-20,Jan_16,0.28306838,0.960221321,-0.199999988,0.140839771,0.02024752
NT,09-04-20,Jan_16,0.283181091,0.960360646,-0.199999988,0.140972402,0.020288081
NT,10-04-20,Jan_16,0.283293801,0.960499972,-0.199999988,0.141105033,0.020328642
NT,11-04-20,Jan_16,0.283406511,0.960639298,-0.199999988,0.141237663,0.020369203
NT,12-04-20,Jan_16,0.283519222,0.960778624,-0.199999988,0.141370294,0.020409764
NT,13-04-20,Jan_16,0.283631932,0.96091795,-0.199999988,0.141502924,0.020450325
NT,14-04-20,Jan_16,0.283744642,0.961057276,-0.199999988,0.141635555,0.020490886
NT,15-04-20,Jan_16,0.283857352,0.961196602,-0.199999988,0.141768186,0.020531447
NT,16-04-20,Jan_16,0.283970063,0.961335927,-0.199999988,0.141900816,0.020572008
NT,17-04-20,Jan_16,0.284082773,0.961475253,-0.199999988,0.142033447,0.020612568
NT,18-04-20,Jan_16,0.284195483,0.961614579,-0.199999988,0.142166078,0.020653129
NT,19-04-20,Jan_16,0.284308193,0.961753905,-0.199999988,0.142298708,0.02069369
NT,20-04-20,Jan_16,0.284420904,0.961893231,-0.199999988,0.142431339,0.020734251
NT,21-04-20,Jan_16,0.284533614,0.962032557,-0.199999988,0.142563969,0.020774812
NT,22-04-20,Jan_16,0.284646324,0.962171883,-0.199999988,0.1426966,0.020815373
NT,23-04-20,Jan_16,0.284759035,0.962311208,-0.199999988,0.142829231,0.020855934
NT,24-04-20,Jan_16,0.284871745,0.962450534,-0.199999988,0.142961861,0.020896495
NT,25-04-20,Jan_16,0.284984455,0.96258986,-0.199999988,0.143094492,0.020937055
NT,26-04-20,Jan_16,0.285097165,0.962729186,-0.199999988,0.143227123,0.020977616
NT,27-04-20,Jan_16,0.285209876,0.962868512,-0.199999988,0.143359753,0.021018177
NT,28-04-20,Jan_16,0.285322586,0.963007838,-0.199999988,0.143492384,0.021058738
NT,29-04-20,Jan_16,0.285435296,0.963147164,-0.199999988,0.143625015,0.021099299
NT,30-04-20,Jan_16,0.285548006,0.963286489,-0.199999988,0.143757645,0.02113986
NT,01-05-20,Jan_16,0.285660717,0.963425815,-0.199999988,0.143890276,0.021180421
NT,02-05-20,Jan_16,0.285773427,0.963565141,-0.199999988,0.144022906,0.021220982
NT,03-05-20,Jan_16,0.285886137,0.963704467,-0.199999988,0.144155537,0.021261542
NT,04-05-20,Jan_16,0.285998847,0.963843793,-0.199999988,0.144288168,0.021302103
NT,05-05-20,Jan_16,0.286111558,0.963983119,-0.199999988,0.144420798,0.021342664
NT,06-05-20,Jan_16,0.286224268,0.964122445,-0.199999988,0.144553429,0.021383225
NT,07-05-20,Jan_16,0.286336978,0.96426177,-0.199999988,0.14468606,0.021423786
NT,08-05-20,Jan_16,0.286449689,0.964401096,-0.199999988,0.14481869,0.021464347
NT,09-05-20,Jan_16,0.286562399,0.964540422,-0.199999988,0.144951321,0.021504908
NT,10-05-20,Jan_16,0.286675109,0.964679748,-0.199999988,0.145083952,0.021545469
NT,11-05-20,Jan_16,0.286787819,0.964819074,-0.199999988,0.145216582,0.02158603
NT,12-05-20,Jan_16,0.28690053,0.9649584,-0.199999988,0.145349213,0.02162659
NT,13-05-20,Jan_16,0.28701324,0.965097726,-0.199999988,0.145481843,0.021667151
NT,14-05-20,Jan_16,0.28712595,0.965237051,-0.199999988,0.145614474,0.021707712
NT,15-05-20,Jan_16,0.28723866,0.965376377,-0.199999988,0.145747105,0.021748273
NT,16-05-20,Jan_16,0.287351371,0.965515703,-0.199999988,0.145879735,0.021788834
NT,17-05-20,Jan_16,0.287464081,0.965655029,-0.199999988,0.146012366,0.021829395
NT,18-05-20,Jan_16,0.287576791,0.965794355,-0.199999988,0.146144997,0.021869956
NT,19-05-20,Jan_16,0.287689502,0.965933681,-0.199999988,0.146277627,0.021910517
NT,20-05-20,Jan_16,0.287802212,0.966073007,-0.199999988,0.146410258,0.021951077
NT,21-05-20,Jan_16,0.287914922,0.966212332,-0.199999988,0.146542889,0.021991638
NT,22-05-20,Jan_16,0.288027632,0.966351658,-0.199999988,0.146675519,0.022032199
NT,23-05-20,Jan_16,0.288140343,0.966490984,-0.199999988,0.14680815,0.02207276
NT,24-05-20,Jan_16,0.288253053,0.96663031,-0.199999988,0.14694078,0.022113321
NT,25-05-20,Jan_16,0.288365763,0.966769636,-0.199999988,0.147073411,0.022153882
NT,26-05-20,Jan_16,0.288478473,0.966908962,-0.199999988,0.147206042,0.022194443
NT,27-05-20,Jan_16,0.288591184,0.967048288,-0.199999988,0.147338672,0.022235004
NT,28-05-20,Jan_16,0.288703894,0.967187613,-0.199999988,0.147471303,0.022275564
NT,29-05-20,Jan_16,0.288816604,0.967326939,-0.199999988,0.147603934,0.022316125
NT,30-05-20,Jan_16,0.288929314,0.967466265,-0.199999988,0.147736564,0.022356686
NT,31-05-20,Jan_16,0.289042025,0.967605591,-0.199999988,0.147869195,0.022397247
NT,01-06-20,Jan_16,0.289154735,0.967744917,-0.199999988,0.148001826,0.022437808
NT,02-06-20,Jan_16,0.289267445,0.967884243,-0.199999988,0.148134456,0.022478369
NT,03-06-20,Jan_16,0.289380156,0.968023569,-0.199999988,0.148267087,0.02251893
NT,04-06-20,Jan_16,0.289492866,0.968162894,-0.199999988,0.148399717,0.022559491
NT,05-06-20,Jan_16,0.289605576,0.96830222,-0.199999988,0.148532348,0.022600051
NT,06-06-20,Jan_16,0.289718286,0.968441546,-0.199999988,0.148664979,0.022640612
NT,07-06-20,Jan_16,0.289830997,0.968580872,-0.199999988,0.148797609,0.022681173
NT,08-06-20,Jan_16,0.289943707,0.968720198,-0.199999988,0.14893024,0.022721734
NT,09-06-20,Jan_16,0.290056417,0.968859524,-0.199999988,0.149062871,0.022762295
NT,10-06-20,Jan_16,0.290169127,0.96899885,-0.199999988,0.149195501,0.022802856
NT,11-06-20,Jan_16,0.290281838,0.969138175,-0.199999988,0.149328132,0.022843417
NT,12-06-20,Jan_16,0.290394548,0.969277501,-0.199999988,0.149460762,0.022883978
NT,13-06-20,Jan_16,0.290507258,0.969416827,-0.199999988,0.149593393,0.022924539
NT,14-06-20,Jan_16,0.290619969,0.969556153,-0.199999988,0.149726024,0.022965099
NT,15-06-20,Jan_16,0.290732679,0.969695479,-0.199999988,0.149858654,0.02300566
NT,16-06-20,Jan_16,0.290845389,0.969834805,-0.199999988,0.149991285,0.023046221
NT,17-06-20,Jan_16,0.290958099,0.969974131,-0.199999988,0.150123916,0.023086782
NT,18-06-20,Jan_16,0.29107081,0.970113456,-0.199999988,0.150256546,0.023127343
NT,19-06-20,Jan_16,0.29118352,0.970252782,-0.199999988,0.150389177,0.023167904
NT,20-06-20,Jan_16,0.29129623,0.970392108,-0.199999988,0.150521808,0.023208465
NT,21-06-20,Jan_16,0.29140894,0.970531434,-0.199999988,0.150654438,0.023249026
NT,22-06-20,Jan_16,0.291521651,0.97067076,-0.199999988,0.150787069,0.023289586
NT,23-06-20,Jan_16,0.291634361,0.970810086,-0.199999988,0.150919699,0.023330147
NT,24-06-20,Jan_16,0.291747071,0.970949412,-0.199999988,0.15105233,0.023370708
NT,25-06-20,Jan_16,0.291859781,0.971088737,-0.199999988,0.151184961,0.023411269
NT,26-06-20,Jan_16,0.291972492,0.971228063,-0.199999988,0.151317591,0.02345183
NT,27-06-20,Jan_16,0.292085202,0.971367389,-0.199999988,0.151450222,0.023492391
NT,28-06-20,Jan_16,0.292197912,0.971506715,-0.199999988,0.151582853,0.023532952
NT,29-06-20,Jan_16,0.292310623,0.971646041,-0.199999988,0.151715483,0.023573513
NT,30-06-20,Jan_16,0.292423333,0.971785367,-0.199999988,0.151848114,0.023614073
NT,01-07-20,Jan_16,0.292536043,0.971924693,-0.199999988,0.151980745,0.023654634
NT,02-07-20,Jan_16,0.292648753,0.972064018,-0.199999988,0.152113375,0.023695195
NT,03-07-20,Jan_16,0.292761464,0.972203344,-0.199999988,0.152246006,0.023735756
NT,04-07-20,Jan_16,0.292874174,0.97234267,-0.199999988,0.152378636,0.023776317
NT,05-07-20,Jan_16,0.292986884,0.972481996,-0.199999988,0.152511267,0.023816878
NT,06-07-20,Jan_16,0.293099594,0.972621322,-0.199999988,0.152643898,0.023857439
NT,07-07-20,Jan_16,0.293212305,0.972760648,-0.199999988,0.152776528,0.023898
NT,08-07-20,Jan_16,0.293325015,0.972899974,-0.199999988,0.152909159,0.023938561
NT,09-07-20,Jan_16,0.293437725,0.973039299,-0.199999988,0.15304179,0.023979121
NT,10-07-20,Jan_16,0.293550436,0.973178625,-0.199999988,0.15317442,0.024019682
NT,11-07-20,Jan_16,0.293663146,0.973317951,-0.199999988,0.153307051,0.024060243
NT,12-07-20,Jan_16,0.293775856,0.973457277,-0.199999988,0.153439682,0.024100804
NT,13-07-20,Jan_16,0.293888566,0.973596603,-0.199999988,0.153572312,0.024141365
NT,14-07-20,Jan_16,0.294001277,0.973735929,-0.199999988,0.153704943,0.024181926
NT,15-07-20,Jan_16,0.294113987,0.973875254,-0.199999988,0.153837573,0.024222487
NT,16-07-20,Jan_16,0.294226697,0.97401458,-0.199999988,0.153970204,0.024263048
NT,17-07-20,Jan_16,0.294339407,0.974153906,-0.199999988,0.154102835,0.024303608
NT,18-07-20,Jan_16,0.294452118,0.974293232,-0.199999988,0.154235465,0.024344169
NT,19-07-20,Jan_16,0.294564828,0.974432558,-0.199999988,0.154368096,0.02438473
NT,20-07-20,Jan_16,0.294677538,0.974571884,-0.199999988,0.154500727,0.024425291
NT,21-07-20,Jan_16,0.294790249,0.97471121,-0.199999988,0.154633357,0.024465852
NT,22-07-20,Jan_16,0.294902959,0.974850535,-0.199999988,0.154765988,0.024506413
NT,23-07-20,Jan_16,0.295015669,0.974989861,-0.199999988,0.154898619,0.024546974
NT,24-07-20,Jan_16,0.295128379,0.975129187,-0.199999988,0.155031249,0.024587535
NT,25-07-20,Jan_16,0.29524109,0.975268513,-0.199999988,0.15516388,0.024628095
NT,26-07-20,Jan_16,0.2953538,0.975407839,-0.199999988,0.15529651,0.024668656
NT,27-07-20,Jan_16,0.29546651,0.975547165,-0.199999988,0.155429141,0.024709217
NT,28-07-20,Jan_16,0.29557922,0.975686491,-0.199999988,0.155561772,0.024749778
NT,29-07-20,Jan_16,0.295691931,0.975825816,-0.199999988,0.155694402,0.024790339
NT,30-07-20,Jan_16,0.295804641,0.975965142,-0.199999988,0.155827033,0.0248309
NT,31-07-20,Jan_16,0.295917351,0.976104468,-0.199999988,0.155959664,0.024871461
NT,01-08-20,Jan_16,0.296030061,0.976243794,-0.199999988,0.156092294,0.024912022
NT,02-08-20,Jan_16,0.296142772,0.97638312,-0.199999988,0.156224925,0.024952582
NT,03-08-20,Jan_16,0.296255482,0.976522446,-0.199999988,0.156357556,0.024993143
NT,04-08-20,Jan_16,0.296368192,0.976661772,-0.199999988,0.156490186,0.025033704
NT,05-08-20,Jan_16,0.296480903,0.976801097,-0.199999988,0.156622817,0.025074265
NT,06-08-20,Jan_16,0.296593613,0.976940423,-0.199999988,0.156755447,0.025114826
NT,07-08-20,Jan_16,0.296706323,0.977079749,-0.199999988,0.156888078,0.025155387
NT,08-08-20,Jan_16,0.296819033,0.977219075,-0.199999988,0.157020709,0.025195948
NT,09-08-20,Jan_16,0.296931744,0.977358401,-0.199999988,0.157153339,0.025236509
NT,10-08-20,Jan_16,0.297044454,0.977497727,-0.199999988,0.15728597,0.02527707
NT,11-08-20,Jan_16,0.297157164,0.977637053,-0.199999988,0.157418601,0.02531763
NT,12-08-20,Jan_16,0.297269874,0.977776378,-0.199999988,0.157551231,0.025358191
NT,13-08-20,Jan_16,0.297382585,0.977915704,-0.199999988,0.157683862,0.025398752
NT,14-08-20,Jan_16,0.297495295,0.97805503,-0.199999988,0.157816492,0.025439313
NT,15-08-20,Jan_16,0.297608005,0.978194356,-0.199999988,0.157949123,0.025479874
NT,16-08-20,Jan_16,0.297720716,0.978333682,-0.199999988,0.158081754,0.025520435
NT,17-08-20,Jan_16,0.297833426,0.978473008,-0.199999988,0.158214384,0.025560996
NT,18-08-20,Jan_16,0.297946136,0.978612334,-0.199999988,0.158347015,0.025601557
NT,19-08-20,Jan_16,0.298058846,0.978751659,-0.199999988,0.158479646,0.025642117
NT,20-08-20,Jan_16,0.298171557,0.978890985,-0.199999988,0.158612276,0.025682678
NT,21-08-20,Jan_16,0.298284267,0.979030311,-0.199999988,0.158744907,0.025723239
NT,22-08-20,Jan_16,0.298396977,0.979169637,-0.199999988,0.158877538,0.0257638
NT,23-08-20,Jan_16,0.298509687,0.979308963,-0.199999988,0.159010168,0.025804361
NT,24-08-20,Jan_16,0.298622398,0.979448289,-0.199999988,0.159142799,0.025844922
NT,25-08-20,Jan_16,0.298735108,0.979587615,-0.199999988,0.159275429,0.025885483
NT,26-08-20,Jan_16,0.298847818,0.97972694,-0.199999988,0.15940806,0.025926044
NT,27-08-20,Jan_16,0.298960528,0.979866266,-0.199999988,0.159540691,0.025966604
NT,28-08-20,Jan_16,0.299073239,0.980005592,-0.199999988,0.159673321,0.026007165
NT,29-08-20,Jan_16,0.299185949,0.980144918,-0.199999988,0.159805952,0.026047726
NT,30-08-20,Jan_16,0.299298659,0.980284244,-0.199999988,0.159938583,0.026088287
NT,31-08-20,Jan_16,0.29941137,0.98042357,-0.199999988,0.160071213,0.026128848
NT,01-09-20,Jan_16,0.29952408,0.980562896,-0.199999988,0.160203844,0.026169409
NT,02-09-20,Jan_16,0.29963679,0.980702221,-0.199999988,0.160336475,0.02620997
NT,03-09-20,Jan_16,0.2997495,0.980841547,-0.199999988,0.160469105,0.026250531
NT,04-09-20,Jan_16,0.299862211,0.980980873,-0.199999988,0.160601736,0.026291091
NT,05-09-20,Jan_16,0.299974921,0.981120199,-0.199999988,0.160734366,0.026331652
NT,06-09-20,Jan_16,0.300087631,0.981259525,-0.199999988,0.160866997,0.026372213
NT,07-09-20,Jan_16,0.300200341,0.981398851,-0.199999988,0.160999628,0.026412774
NT,08-09-20,Jan_16,0.300313052,0.981538177,-0.199999988,0.161132258,0.026453335
NT,09-09-20,Jan_16,0.300425762,0.981677502,-0.199999988,0.161264889,0.026493896
NT,10-09-20,Jan_16,0.300538472,0.981816828,-0.199999988,0.16139752,0.026534457
NT,11-09-20,Jan_16,0.300651183,0.981956154,-0.199999988,0.16153015,0.026575018
NT,12-09-20,Jan_16,0.300763893,0.98209548,-0.199999988,0.161662781,0.026615579
NT,13-09-20,Jan_16,0.300876603,0.982234806,-0.199999988,0.161795412,0.026656139
NT,14-09-20,Jan_16,0.300989313,0.982374132,-0.199999988,0.161928042,0.0266967
NT,15-09-20,Jan_16,0.301102024,0.982513458,-0.199999988,0.162060673,0.026737261
NT,16-09-20,Jan_16,0.301214734,0.982652783,-0.199999988,0.162193303,0.026777822
NT,17-09-20,Jan_16,0.301327444,0.982792109,-0.199999988,0.162325934,0.026818383
NT,18-09-20,Jan_16,0.301440154,0.982931435,-0.199999988,0.162458565,0.026858944
NT,19-09-20,Jan_16,0.301552865,0.983070761,-0.199999988,0.162591195,0.026899505
NT,20-09-20,Jan_16,0.301665575,0.983210087,-0.199999988,0.162723826,0.026940066
NT,21-09-20,Jan_16,0.301778285,0.983349413,-0.199999988,0.162856457,0.026980626
NT,22-09-20,Jan_16,0.301890995,0.983488739,-0.199999988,0.162989087,0.027021187
NT,23-09-20,Jan_16,0.302003706,0.983628064,-0.199999988,0.163121718,0.027061748
NT,24-09-20,Jan_16,0.302116416,0.98376739,-0.199999988,0.163254349,0.027102309
NT,25-09-20,Jan_16,0.302229126,0.983906716,-0.199999988,0.163386979,0.02714287
NT,26-09-20,Jan_16,0.302341837,0.984046042,-0.199999988,0.16351961,0.027183431
NT,27-09-20,Jan_16,0.302454547,0.984185368,-0.199999988,0.16365224,0.027223992
NT,28-09-20,Jan_16,0.302567257,0.984324694,-0.199999988,0.163784871,0.027264553
NT,29-09-20,Jan_16,0.302679967,0.98446402,-0.199999988,0.163917502,0.027305113
NT,30-09-20,Jan_16,0.302792678,0.984603345,-0.199999988,0.164050132,0.027345674
NT,01-10-20,Jan_16,0.302905388,0.984742671,-0.199999988,0.164182763,0.027386235
NT,02-10-20,Jan_16,0.303018098,0.984881997,-0.199999988,0.164315394,0.027426796
NT,03-10-20,Jan_16,0.303130808,0.985021323,-0.199999988,0.164448024,0.027467357
NT,04-10-20,Jan_16,0.303243519,0.985160649,-0.199999988,0.164580655,0.027507918
NT,05-10-20,Jan_16,0.303356229,0.985299975,-0.199999988,0.164713286,0.027548479
NT,06-10-20,Jan_16,0.303468939,0.985439301,-0.199999988,0.164845916,0.02758904
NT,07-10-20,Jan_16,0.30358165,0.985578626,-0.199999988,0.164978547,0.027629601
NT,08-10-20,Jan_16,0.30369436,0.985717952,-0.199999988,0.165111177,0.027670161
NT,09-10-20,Jan_16,0.30380707,0.985857278,-0.199999988,0.165243808,0.027710722
NT,10-10-20,Jan_16,0.30391978,0.985996604,-0.199999988,0.165376439,0.027751283
NT,11-10-20,Jan_16,0.304032491,0.98613593,-0.199999988,0.165509069,0.027791844
NT,12-10-20,Jan_16,0.304145201,0.986275256,-0.199999988,0.1656417,0.027832405
NT,13-10-20,Jan_16,0.304257911,0.986414582,-0.199999988,0.165774331,0.027872966
NT,14-10-20,Jan_16,0.304370621,0.986553907,-0.199999988,0.165906961,0.027913527
NT,15-10-20,Jan_16,0.304483332,0.986693233,-0.199999988,0.166039592,0.027954088
NT,16-10-20,Jan_16,0.304596042,0.986832559,-0.199999988,0.166172222,0.027994648
NT,17-10-20,Jan_16,0.304708752,0.986971885,-0.199999988,0.166304853,0.028035209
NT,18-10-20,Jan_16,0.304821463,0.987111211,-0.199999988,0.166437484,0.02807577
NT,19-10-20,Jan_16,0.304934173,0.987250537,-0.199999988,0.166570114,0.028116331
NT,20-10-20,Jan_16,0.305046883,0.987389863,-0.199999988,0.166702745,0.028156892
NT,21-10-20,Jan_16,0.305159593,0.987529188,-0.199999988,0.166835376,0.028197453
NT,22-10-20,Jan_16,0.305272304,0.987668514,-0.199999988,0.166968006,0.028238014
NT,23-10-20,Jan_16,0.305385014,0.98780784,-0.199999988,0.167100637,0.028278575
NT,24-10-20,Jan_16,0.305497724,0.987947166,-0.199999988,0.167233268,0.028319135
NT,25-10-20,Jan_16,0.305610434,0.988086492,-0.199999988,0.167365898,0.028359696
NT,26-10-20,Jan_16,0.305723145,0.988225818,-0.199999988,0.167498529,0.028400257
NT,27-10-20,Jan_16,0.305835855,0.988365144,-0.199999988,0.167631159,0.028440818
NT,28-10-20,Jan_16,0.305948565,0.988504469,-0.199999988,0.16776379,0.028481379
NT,29-10-20,Jan_16,0.306061275,0.988643795,-0.199999988,0.167896421,0.02852194
NT,30-10-20,Jan_16,0.306173986,0.988783121,-0.199999988,0.168029051,0.028562501
NT,31-10-20,Jan_16,0.306286696,0.988922447,-0.199999988,0.168161682,0.028603062
NT,01-11-20,Jan_16,0.306399406,0.989061773,-0.199999988,0.168294313,0.028643622
NT,02-11-20,Jan_16,0.306512117,0.989201099,-0.199999988,0.168426943,0.028684183
NT,03-11-20,Jan_16,0.306624827,0.989340425,-0.199999988,0.168559574,0.028724744
NT,04-11-20,Jan_16,0.306737537,0.98947975,-0.199999988,0.168692205,0.028765305
NT,05-11-20,Jan_16,0.306850247,0.989619076,-0.199999988,0.168824835,0.028805866
NT,06-11-20,Jan_16,0.306962958,0.989758402,-0.199999988,0.168957466,0.028846427
NT,07-11-20,Jan_16,0.307075668,0.989897728,-0.199999988,0.169090096,0.028886988
NT,08-11-20,Jan_16,0.307188378,0.990037054,-0.199999988,0.169222727,0.028927549
NT,09-11-20,Jan_16,0.307301088,0.99017638,-0.199999988,0.169355358,0.02896811
NT,10-11-20,Jan_16,0.307413799,0.990315706,-0.199999988,0.169487988,0.02900867
NT,11-11-20,Jan_16,0.307526509,0.990455031,-0.199999988,0.169620619,0.029049231
NT,12-11-20,Jan_16,0.307639219,0.990594357,-0.199999988,0.16975325,0.029089792
NT,13-11-20,Jan_16,0.30775193,0.990733683,-0.199999988,0.16988588,0.029130353
NT,14-11-20,Jan_16,0.30786464,0.990873009,-0.199999988,0.170018511,0.029170914
NT,15-11-20,Jan_16,0.30797735,0.991012335,-0.199999988,0.170151142,0.029211475
NT,16-11-20,Jan_16,0.30809006,0.991151661,-0.199999988,0.170283772,0.029252036
NT,17-11-20,Jan_16,0.308202771,0.991290987,-0.199999988,0.170416403,0.029292597
NT,18-11-20,Jan_16,0.308315481,0.991430312,-0.199999988,0.170549033,0.029333157
NT,19-11-20,Jan_16,0.308428191,0.991569638,-0.199999988,0.170681664,0.029373718
NT,20-11-20,Jan_16,0.308540901,0.991708964,-0.199999988,0.170814295,0.029414279
NT,21-11-20,Jan_16,0.308653612,0.99184829,-0.199999988,0.170946925,0.02945484
NT,22-11-20,Jan_16,0.308766322,0.991987616,-0.199999988,0.171079556,0.029495401
NT,23-11-20,Jan_16,0.308879032,0.992126942,-0.199999988,0.171212187,0.029535962
NT,24-11-20,Jan_16,0.308991742,0.992266268,-0.199999988,0.171344817,0.029576523
NT,25-11-20,Jan_16,0.309104453,0.992405593,-0.199999988,0.171477448,0.029617084
NT,26-11-20,Jan_16,0.309217163,0.992544919,-0.199999988,0.171610079,0.029657644
NT,27-11-20,Jan_16,0.309329873,0.992684245,-0.199999988,0.171742709,0.029698205
NT,28-11-20,Jan_16,0.309442584,0.992823571,-0.199999988,0.17187534,0.029738766
NT,29-11-20,Jan_16,0.309555294,0.992962897,-0.199999988,0.17200797,0.029779327
NT,30-11-20,Jan_16,0.309668004,0.993102223,-0.199999988,0.172140601,0.029819888
NT,01-12-20,Jan_16,0.309780714,0.993241549,-0.199999988,0.172273232,0.029860449
NT,02-12-20,Jan_16,0.309893425,0.993380874,-0.199999988,0.172405862,0.02990101
NT,03-12-20,Jan_16,0.310006135,0.9935202,-0.199999988,0.172538493,0.029941571
NT,04-12-20,Jan_16,0.310118845,0.993659526,-0.199999988,0.172671124,0.029982132
NT,05-12-20,Jan_16,0.310231555,0.993798852,-0.199999988,0.172803754,0.030022692
NT,06-12-20,Jan_16,0.310344266,0.993938178,-0.199999988,0.172936385,0.030063253
NT,07-12-20,Jan_16,0.310456976,0.994077504,-0.199999988,0.173069015,0.030103814
NT,08-12-20,Jan_16,0.310569686,0.99421683,-0.199999988,0.173201646,0.030144375
NT,09-12-20,Jan_16,0.310682397,0.994356155,-0.199999988,0.173334277,0.030184936
NT,10-12-20,Jan_16,0.310795107,0.994495481,-0.199999988,0.173466907,0.030225497
NT,11-12-20,Jan_16,0.310907817,0.994634807,-0.199999988,0.173599538,0.030266058
NT,12-12-20,Jan_16,0.311020527,0.994774133,-0.199999988,0.173732169,0.030306619
NT,13-12-20,Jan_16,0.311133238,0.994913459,-0.199999988,0.173864799,0.030347179
NT,14-12-20,Jan_16,0.311245948,0.995052785,-0.199999988,0.17399743,0.03038774
NT,15-12-20,Jan_16,0.311358658,0.995192111,-0.199999988,0.174130061,0.030428301
NT,16-12-20,Jan_16,0.311471368,0.995331436,-0.199999988,0.174262691,0.030468862
NT,17-12-20,Jan_16,0.311584079,0.995470762,-0.199999988,0.174395322,0.030509423
NT,18-12-20,Jan_16,0.311696789,0.995610088,-0.199999988,0.174527952,0.030549984
NT,19-12-20,Jan_16,0.311809499,0.995749414,-0.199999988,0.174660583,0.030590545
NT,20-12-20,Jan_16,0.311922209,0.99588874,-0.199999988,0.174793214,0.030631106
NT,21-12-20,Jan_16,0.31203492,0.996028066,-0.199999988,0.174925844,0.030671666
NT,22-12-20,Jan_16,0.31214763,0.996167392,-0.199999988,0.175058475,0.030712227
NT,23-12-20,Jan_16,0.31226034,0.996306717,-0.199999988,0.175191106,0.030752788
NT,24-12-20,Jan_16,0.312373051,0.996446043,-0.199999988,0.175323736,0.030793349
NT,25-12-20,Jan_16,0.312485761,0.996585369,-0.199999988,0.175456367,0.03083391
NT,26-12-20,Jan_16,0.312598471,0.996724695,-0.199999988,0.175588998,0.030874471
NT,27-12-20,Jan_16,0.312711181,0.996864021,-0.199999988,0.175721628,0.030915032
NT,28-12-20,Jan_16,0.312823892,0.997003347,-0.199999988,0.175854259,0.030955593
NT,29-12-20,Jan_16,0.312936602,0.997142673,-0.199999988,0.175986889,0.030996153
NT,30-12-20,Jan_16,0.313049312,0.997281998,-0.199999988,0.17611952,0.031036714
NT,31-12-20,Jan_16,0.313162022,0.997421324,-0.199999988,0.176252151,0.031077275
NT,01-01-21,Jan_16,0.313274733,0.99756065,-0.199999988,0.176384781,0.031117836
QL,01-01-18,Jan_16,0.313387443,0.997699976,-0.199999988,0.176517412,0.031158397
QL,02-01-18,Jan_16,0.354986945,0.98969996,-0.199999988,0.195688663,0.038294053
QL,03-01-18,Jan_16,0.418159552,0.994399965,-0.199999988,0.196441689,0.038589337
QL,04-01-18,Jan_16,0.393726065,0.998599946,-0.199999988,0.191934754,0.03683895
QL,05-01-18,Jan_16,0.356756746,0.997199953,-0.199999988,0.183824503,0.033791448
QL,06-01-18,Jan_16,0.343469401,0.986399949,-0.199999988,0.175699946,0.030870471
QL,07-01-18,Jan_16,0.322503532,0.988499999,-0.199999988,0.169899678,0.028865901
QL,08-01-18,Jan_16,0.297822887,0.993099988,-0.199999988,0.155682569,0.024237062
QL,09-01-18,Jan_16,0.276495281,0.993099988,-0.199999988,0.14145628,0.020009879
QL,10-01-18,Jan_16,0.285738373,0.989799976,-0.199999988,0.150130645,0.022539211
QL,11-01-18,Jan_16,0.282877977,0.9903,-0.199999988,0.148013593,0.021908024
QL,12-01-18,Jan_16,0.296300642,0.993499994,-0.199999988,0.161512971,0.02608644
QL,13-01-18,Jan_16,0.296288063,0.993511011,-0.199999988,0.161524015,0.026090051
QL,14-01-18,Jan_16,0.296275483,0.993522028,-0.199999988,0.161535059,0.026093661
QL,15-01-18,Jan_16,0.296262904,0.993533045,-0.199999988,0.161546102,0.026097272
QL,16-01-18,Jan_16,0.296250325,0.993544062,-0.199999988,0.161557146,0.026100882
QL,17-01-18,Jan_16,0.296237746,0.993555079,-0.199999988,0.16156819,0.026104493
QL,18-01-18,Jan_16,0.296225166,0.993566096,-0.199999988,0.161579234,0.026108104
QL,19-01-18,Jan_16,0.296212587,0.993577112,-0.199999988,0.161590277,0.026111714
QL,20-01-18,Jan_16,0.296200008,0.993588129,-0.199999988,0.161601321,0.026115325
QL,21-01-18,Jan_16,0.296187429,0.993599146,-0.199999988,0.161612365,0.026118935
