source,Region,Date,estimated_fire_area,mean_estimated_fire_brightness,mean_estimated_fire_radiative_power,mean_confidence,std_confidence,var_confidence,count,replaced
Jan_16,VI,15/05/2020,0.338458586,0.490121351,242.6333333,0.475583864,0.827333425,0.804090745,3,"R"
Jan_16,WA,15/05/2020,0.692187703,0.639944787,84.3352381,0.426751592,0.838418993,0.816894829,105,"R"
Jan_16,NSW,14/05/2020,0.279594236,0.310179805,29.675,0.183917197,0.73974887,0.701660312,8,"R"
Jan_16,NT,14/05/2020,0.664129161,0.548724461,39.17358491,0.3436486,0.774267689,0.742307286,106,"R"
Jan_16,QL,14/05/2020,0.127568873,0.340278851,16.1,0.089171975,0.513927779,0.426690878,3,"R"
Jan_16,VI,14/05/2020,0.210862319,0.564483943,66.45714286,0.636942675,0.955492048,0.950167354,7,"R"
Jan_16,WA,14/05/2020,0.766344217,0.584053209,64.60331754,0.508195732,0.879209773,0.863721011,211,"R"
Jan_16,NSW,13/05/2020,0.353153579,0.274111139,45.35,0.512738853,0.817574634,0.792790427,12,"R"
Jan_16,NT,13/05/2020,0.523199167,0.576576789,181.9533333,0.45477707,0.920155645,0.910294858,15,"R"
Jan_16,QL,13/05/2020,0.596429386,0.527294429,49.9703125,0.367137739,0.805096223,0.778301035,64,"R"
Jan_16,WA,13/05/2020,0.742424699,0.805501733,150.6972028,0.623268451,0.896488075,0.883424843,143,"R"
Jan_16,NSW,12/05/2020,0,0.238892047,11.9,0.401273885,0.837336224,0.830475578,1,"N"
Jan_16,NT,12/05/2020,0.248262361,0.673562175,54.15,0.267515924,0.726685397,0.686179869,4,"N"
Jan_16,QL,12/05/2020,0.830760408,0.776706965,63.09969789,0.567898859,0.863079811,0.845257469,331,"N"
Jan_16,WA,12/05/2020,0.361376493,0.757921802,93,0.495399858,0.84264387,0.821765661,9,"N"
Jan_16,NSW,11/05/2020,0.113574978,0.386377148,29.25,0.267515924,0.533352231,0.450859361,2,"N"
Jan_16,NT,11/05/2020,0.659056457,0.729986202,114.2534483,0.647265539,0.882041786,0.866955777,58,"N"
Jan_16,QL,11/05/2020,0.968030075,0.711642162,69.95518207,0.687398526,0.881738925,0.866609943,714,"N"
Jan_16,WA,11/05/2020,0.636090877,0.951546994,111.4479592,0.733848953,0.889290413,0.875225942,98,"N"
Jan_16,NSW,10/05/2020,0,0.521670357,13.1,0.133757962,0.837336224,0.830475578,1,"N"
Jan_16,NT,10/05/2020,0.381757399,0.648107485,36.5,0.535031847,0.90028312,0.887742603,16,"N"
Jan_16,QL,10/05/2020,0.435115886,0.540026771,54.58333333,0.445859873,0.880893154,0.865644041,18,"N"
Jan_16,WA,10/05/2020,0.392299204,0.532829536,37.14285714,0.473460722,0.709511145,0.665744869,21,"N"
Jan_16,NSW,09/05/2020,0.308666532,0.289625005,38.2875,0.590764331,0.905931523,0.89416242,8,"N"
Jan_16,NT,09/05/2020,0.57207118,0.734928908,72.06481481,0.572186836,0.853865095,0.834678797,54,"N"
Jan_16,QL,09/05/2020,0.440200936,0.552881547,41.705,0.459235669,0.906398938,0.89469332,20,"N"
Jan_16,WA,09/05/2020,0.37811648,0.655319839,135.2818182,0.612044007,0.900644063,0.888153075,11,"N"
Jan_16,NSW,08/05/2020,0.256814575,0.218822366,30.6,0.423566879,0.799082089,0.771301472,6,"N"
Jan_16,NT,08/05/2020,0.335051558,0.598769636,79.22857143,0.47133758,0.893696659,0.880246664,7,"N"
Jan_16,QL,08/05/2020,0.482559823,0.480657807,41.965625,0.35111465,0.831623128,0.80904953,32,"N"
Jan_16,SA,08/05/2020,0.222145377,0.387272406,55.8,0.517197452,0.925116125,0.915909484,5,"N"
Jan_16,TA,08/05/2020,0.139372412,0.235325089,51.05,0.713375796,0.997497431,0.997208906,2,"N"
Jan_16,WA,08/05/2020,0.31063779,0.571301149,78.64,0.428025478,0.879189961,0.863698374,5,"N"
Jan_16,NT,07/05/2020,0.71817919,0.533468495,69.81071429,0.445859873,0.867194695,0.849974141,112,"R"
Jan_16,QL,07/05/2020,0.440760428,0.549308788,32.26153846,0.325820676,0.770346619,0.737708698,26,"R"
Jan_16,WA,07/05/2020,0.503285449,0.625109658,98.59411765,0.375046834,0.916473142,0.906122968,17,"R"
Jan_16,NSW,06/05/2020,0.157152537,0.437151597,41.425,0.535031847,0.8783877,0.862781642,4,"R"
Jan_16,NT,06/05/2020,0.598298176,0.514726723,62.3826087,0.434228745,0.871896283,0.855357868,46,"R"
Jan_16,QL,06/05/2020,0.3071093,0.575049248,43.08333333,0.494161359,0.907425589,0.895859227,12,"R"
Jan_16,VI,06/05/2020,0.02962155,0.287603665,30.1,0.267515924,0.837336224,0.830475578,1,"R"
Jan_16,WA,06/05/2020,0.249545539,0.41532432,74.9,0.326963906,0.808813616,0.782622235,3,"R"
Jan_16,NSW,05/05/2020,0.368236136,0.314744619,63.68181818,0.701215982,0.946840174,0.940431069,11,"R"
Jan_16,NT,05/05/2020,0.603357043,0.61877203,36.16860465,0.41164272,0.834970755,0.812915714,86,"R"
Jan_16,QL,05/05/2020,0.406139855,0.481281245,99.49090909,0.660683266,0.890737624,0.876875512,11,"R"
Jan_16,SA,05/05/2020,0.410678409,0.470550712,70.19615385,0.437285644,0.861108937,0.842996773,26,"R"
Jan_16,TA,05/05/2020,0.118539219,0.299217348,38.6,0.267515924,0.533352231,0.450859361,2,"R"
Jan_16,VI,05/05/2020,0.478947982,0.484120908,71.73571429,0.590764331,0.813409205,0.787958721,28,"R"
Jan_16,WA,05/05/2020,0.61815836,0.522607934,36.10365854,0.369193724,0.801031194,0.773571107,82,"R"
Jan_16,NSW,04/05/2020,0.112852388,0.345621891,20.16666667,0.222929936,0.606775925,0.541521205,3,"R"
Jan_16,QL,04/05/2020,0.270420458,0.372220525,27.98571429,0.261146497,0.673719589,0.622850922,7,"R"
Jan_16,WA,04/05/2020,0.559292107,0.549884312,39.21666667,0.492922859,0.895890517,0.882744653,54,"R"
Jan_16,WA,03/05/2020,0.320373617,0.714733142,77.5375,0.479299363,0.907904464,0.896402969,8,"R"
Jan_16,NSW,02/05/2020,0.659225767,0.595794738,51.112,0.654522293,0.872479355,0.856025134,150,"R"
Jan_16,QL,02/05/2020,0.225359475,0.579791434,33.85,0.252653928,0.634045551,0.574820405,6,"R"
Jan_16,VI,02/05/2020,0.463106131,0.561518041,43.9825,0.511624204,0.883001374,0.868051365,40,"R"
Jan_16,WA,02/05/2020,0.272253657,0.67894101,57.27777778,0.634111819,0.876216306,0.860299587,9,"R"
Jan_16,NSW,01/05/2020,0.804554649,0.574228602,118.9136986,0.682837449,0.860794113,0.842635558,146,"R"
Jan_16,NT,01/05/2020,0.202819996,0.686273991,42.92,0.579617834,0.711859682,0.668544917,5,"R"
Jan_16,QL,01/05/2020,0.736989522,0.500751705,76.17904762,0.575796178,0.900624328,0.888130633,105,"R"
Jan_16,SA,01/05/2020,0.378668044,1,305.1272727,0.751881876,0.857421876,0.838764742,22,"R"
Jan_16,TA,01/05/2020,0.430363254,0.588462629,136.0230769,0.675649191,0.848857317,0.828920194,13,"R"
Jan_16,WA,01/05/2020,0.809306839,0.859329647,496.0296875,0.79209793,0.857818633,0.839220317,128,"R"
Jan_16,NT,30/04/2020,0.738805641,0.595554985,66.50517241,0.411651658,0.807125087,0.780659942,116,"R"
Jan_16,QL,30/04/2020,0.244977306,0.473375466,27.02857143,0.280254777,0.790700736,0.761528993,7,"R"
Jan_16,WA,30/04/2020,0.635216428,0.520621315,46.73444444,0.480042463,0.878511117,0.86292268,90,"R"
Jan_16,NSW,29/04/2020,0.32878306,0.559287963,133.2153846,0.572758452,0.835856301,0.81393791,13,"R"
Jan_16,NT,29/04/2020,0.461231644,0.603626465,73.96153846,0.25722685,0.646169847,0.589551723,13,"R"
Jan_16,QL,29/04/2020,0.400039991,0.491252936,42.94117647,0.448482578,0.881203991,0.86599905,17,"R"
Jan_16,WA,29/04/2020,0.781605162,0.653002893,100.3350877,0.577271203,0.887472932,0.873153578,171,"R"
Jan_16,NSW,28/04/2020,0.353701781,0.396813761,68.44444444,0.396319887,0.715861566,0.673312068,9,"R"
Jan_16,NT,28/04/2020,0.621584994,0.640628119,61.01232877,0.37623244,0.82742997,0.804202406,73,"R"
Jan_16,QL,28/04/2020,0.509715767,0.431561564,66.23913043,0.49044586,0.764745983,0.73113215,23,"R"
Jan_16,VI,28/04/2020,0.440956963,0.721722004,180.173913,0.808363334,0.825607126,0.802093724,23,"R"
Jan_16,WA,28/04/2020,0.662522257,0.587644203,79.0875,0.546178344,0.918844453,0.908809785,80,"R"
Jan_16,NSW,27/04/2020,0.356893527,0.485880866,89.6,0.776539278,0.904056567,0.892032265,12,"R"
Jan_16,NT,27/04/2020,0.344984445,0.504405733,47.5,0.248407643,0.544343664,0.464509068,7,"R"
Jan_16,QL,27/04/2020,0.189154454,0.547892525,25.7,0.240764331,0.578238025,0.506441531,5,"R"
Jan_16,VI,27/04/2020,0.158410353,0.36195627,50.73333333,0.728237792,0.765045767,0.731484416,3,"R"
Jan_16,WA,27/04/2020,0.592169654,0.589002707,75.51707317,0.487183471,0.867261736,0.850050949,41,"R"
Jan_16,NSW,26/04/2020,0.185244998,0.175055908,40.4,0.668789809,1,1,3,"R"
Jan_16,NT,26/04/2020,0.492194695,0.653565226,33.05,0.361995754,0.745031433,0.707904849,42,"R"
Jan_16,QL,26/04/2020,0.331686792,0.499635539,68.22,0.214012739,0.576822006,0.50469518,5,"R"
Jan_16,WA,26/04/2020,0.550273197,0.61579347,59.1975,0.481528662,0.884631797,0.869912328,40,"R"
Jan_16,NSW,25/04/2020,0.304913993,0.471016201,33.64166667,0.38269639,0.80925578,0.78313595,12,"R"
Jan_16,NT,25/04/2020,0.54566156,0.549685162,93.69,0.35,0.78666664,0.756817858,20,"R"
Jan_16,QL,25/04/2020,0.290819277,0.640669732,29.73636364,0.324261725,0.829731813,0.806863858,11,"R"
Jan_16,VI,25/04/2020,0.43301211,0.393969161,45.12727273,0.389114071,0.817751475,0.792995444,22,"R"
Jan_16,WA,25/04/2020,0.50180161,0.594979906,78.63181818,0.54313839,0.900200521,0.887648665,22,"R"
Jan_16,NSW,24/04/2020,0.310649065,0.333784653,40.4,0.267515924,0.705113548,0.660497026,7,"R"
Jan_16,NT,24/04/2020,0.680222159,0.658735466,50.44684685,0.40810237,0.833377626,0.811076195,111,"R"
Jan_16,QL,24/04/2020,0.229059124,0.416974356,28.65,0.408704883,0.903826258,0.89177055,6,"R"
Jan_16,SA,24/04/2020,0.289305897,0.521305375,40.75,0.406847134,0.752284066,0.716463885,8,"R"
Jan_16,VI,24/04/2020,0.477287677,0.517724852,99.65789474,0.481059336,0.886139428,0.871632533,19,"R"
Jan_16,WA,24/04/2020,0.685117392,0.715212982,70.91826087,0.494710606,0.86694769,0.849691138,115,"R"
Jan_16,NSW,23/04/2020,0.295587093,0.404212618,22.87272727,0.210770122,0.594615908,0.52660141,11,"R"
Jan_16,NT,23/04/2020,0.532055988,0.722601161,205.0769231,0.605340519,0.908099618,0.896624543,26,"R"
Jan_16,QL,23/04/2020,0.316659719,0.526673645,51.38571429,0.515923567,0.937553187,0.929961379,7,"R"
Jan_16,VI,23/04/2020,0.061673275,0.232776001,16.2,0.089171975,0,0,2,"R"
Jan_16,WA,23/04/2020,0.656074524,0.684815868,114.3876923,0.54189123,0.903599251,0.891512573,65,"R"
Jan_16,NSW,22/04/2020,0.354730773,0.414499138,71.28333333,0.267515924,0.665255805,0.61264682,6,"R"
Jan_16,NT,22/04/2020,0.481299989,0.638803467,68.99375,0.317675159,0.734545271,0.695500471,16,"R"
Jan_16,QL,22/04/2020,0.484078908,0.592534631,125.4653846,0.560754532,0.885161419,0.870516691,26,"R"
Jan_16,SA,22/04/2020,0.45988479,0.520745695,56.02,0.405732484,0.831455226,0.808855536,20,"R"
Jan_16,VI,22/04/2020,0.413922671,0.519236739,186.8666667,0.453290871,0.637091064,0.578525129,6,"R"
Jan_16,WA,22/04/2020,0.626321767,0.766585785,46.472,0.538598726,0.831604789,0.809028342,100,"R"
Jan_16,NSW,21/04/2020,0.171107429,0.570142479,68.9,0.501592357,0.935516042,0.927662178,4,"R"
Jan_16,NT,21/04/2020,0.310479841,0.580032465,64.15,0.055732484,0.323643594,0.194746526,4,"R"
Jan_16,QL,21/04/2020,0.252514248,0.46070429,31.23333333,0.408704883,0.708967273,0.665096182,6,"R"
Jan_16,SA,21/04/2020,0.116667134,0.475430329,36.33333333,0.430997877,0.652194749,0.596854804,3,"R"
Jan_16,VI,21/04/2020,0.272535594,0.534751208,31.66363636,0.494499131,0.64032462,0.582455412,11,"R"
Jan_16,WA,21/04/2020,0.509793015,0.560713682,65.26486486,0.426579446,0.85570639,0.836794458,37,"R"
Jan_16,NSW,20/04/2020,0.315774053,0.40466348,64.22727273,0.559351477,0.901722747,0.889379587,11,"R"
Jan_16,QL,20/04/2020,0.411930538,0.579577177,49.41666667,0.423566879,0.860623077,0.842439307,18,"R"
Jan_16,VI,20/04/2020,0.126689651,0.297199145,21.85,0.022292994,0.212474142,0.083199388,2,"R"
Jan_16,WA,20/04/2020,0.234743376,0.588302162,38.33333333,0.319532909,0.932425675,0.924172448,6,"R"
Jan_16,NSW,19/04/2020,0.266590206,0.523811148,71.26,0.517197452,0.896995671,0.88400256,5,"R"
Jan_16,NT,19/04/2020,0.022575427,0.745314983,49.7,0.49044586,0.837336224,0.830475578,1,"R"
Jan_16,QL,19/04/2020,0.076630658,0.600966241,38.15,0.579617834,0,0,2,"R"
Jan_16,SA,19/04/2020,0.044516515,0.368943519,32.6,0.267515924,0.837336224,0.830475578,1,"R"
Jan_16,TA,19/04/2020,0.071964494,0.610567214,161.8,0.936305732,0.837336224,0.830475578,1,"R"
Jan_16,VI,19/04/2020,0.251644246,0.4272771,43.025,0.434713376,0.869568927,0.852693568,8,"R"
Jan_16,WA,19/04/2020,0.346610513,0.580843138,33.95454545,0.417486971,0.865217026,0.847707803,11,"R"
Jan_16,NSW,18/04/2020,0.248318108,0.458820098,33.6125,0.378980892,0.804116663,0.777161696,8,"R"
Jan_16,QL,18/04/2020,0.162732561,0.778080856,82,0.679936306,0.970335815,0.966833389,4,"R"
Jan_16,TA,18/04/2020,0.02962155,0.106044021,21.1,0.356687898,0.837336224,0.830475578,1,"R"
Jan_16,WA,18/04/2020,0.440269677,0.608072396,110.5133333,0.538004246,0.820216027,0.795851741,15,"R"
Jan_16,NSW,17/04/2020,0.258468793,0.367945824,85.2,0.475583864,0.304985318,0.173861232,3,"R"
Jan_16,NT,17/04/2020,0.431392658,0.642578814,29.32727273,0.432348967,0.817180151,0.792333058,33,"R"
Jan_16,QL,17/04/2020,0.44781388,0.610487267,208.7333333,0.687367304,0.888562028,0.874395508,12,"R"
Jan_16,SA,17/04/2020,0.228777709,0.469135153,21.9625,0.261942675,0.580787701,0.509584689,8,"R"
Jan_16,VI,17/04/2020,0.424082902,0.619195352,120.6875,0.604697452,0.911384341,0.900352551,16,"R"
Jan_16,WA,17/04/2020,0.609011077,0.526795202,51.38035714,0.345541401,0.858157656,0.839609565,56,"R"
Jan_16,NSW,16/04/2020,0.241108531,0.480853752,46.24,0.312101911,0.896266264,0.88317237,5,"R"
Jan_16,NT,16/04/2020,0.167104434,0.744939509,64.28,0.606369427,1,1,5,"R"
Jan_16,QL,16/04/2020,0.232253019,0.424163361,31.86,0.374522293,0.660910121,0.607398582,5,"R"
Jan_16,SA,16/04/2020,0.225359475,0.352961037,98.6,0.222929936,0.829668538,0.806790717,2,"R"
Jan_16,VI,16/04/2020,0.313608074,0.575290464,108.95,0.579617834,0.846014758,0.825648412,12,"R"
Jan_16,WA,16/04/2020,0.545845832,0.563010952,51.95952381,0.454352442,0.907871219,0.896365222,42,"R"
Jan_16,NSW,15/04/2020,0.502929737,0.458687741,131.5923077,0.408133268,0.850420382,0.830718341,13,"R"
Jan_16,QL,15/04/2020,0.360260364,0.499309952,42.24,0.543949045,0.923798031,0.914418137,15,"R"
Jan_16,VI,15/04/2020,0.363661418,0.387442916,55.45714286,0.299363057,0.726103444,0.685488976,7,"R"
Jan_16,WA,15/04/2020,0.509449933,0.768341264,162.2384615,0.435570799,0.911389096,0.900357946,26,"R"
Jan_16,NSW,14/04/2020,0.294513827,0.473082466,26.52727273,0.299942096,0.6619469,0.608651243,11,"R"
Jan_16,QL,14/04/2020,0.174525663,0.62034486,23.02,0.276433121,0.692294843,0.645164132,5,"R"
Jan_16,SA,14/04/2020,0.432351558,0.634836962,60.36521739,0.496261423,0.892531888,0.878919932,23,"R"
Jan_16,TA,14/04/2020,0.116431495,0.814078451,176.6666667,0.87685775,0.850500186,0.83081013,3,"R"
Jan_16,VI,14/04/2020,0.487015372,0.558592178,43.6825,0.467038217,0.833552344,0.811277969,40,"R"
Jan_16,WA,14/04/2020,0.474675868,0.457555846,37.35,0.363057325,0.711473886,0.668085073,28,"R"
Jan_16,NSW,13/04/2020,0.10918703,0.341949047,23.2,0.297239915,0.556200387,0.479207111,3,"R"
Jan_16,QL,13/04/2020,0.253420373,0.356246528,26.11428571,0.47133758,0.865306633,0.847810511,7,"R"
Jan_16,VI,13/04/2020,0.637905098,0.351410535,116.76,0.207324841,0.592034167,0.523428337,20,"R"
Jan_16,WA,13/04/2020,0.321923608,0.64888616,29.76666667,0.41910828,0.813466498,0.788025212,15,"R"
Jan_16,NSW,12/04/2020,0.168115102,0.75969095,29.5,0.297239915,0.707390405,0.663214879,3,"N"
Jan_16,NT,12/04/2020,0.212626606,0.491751534,58.26666667,0.282377919,0.816445301,0.791480946,3,"N"
Jan_16,QL,12/04/2020,0.864937386,0.590213598,90.51417323,0.528010432,0.856185423,0.83734472,254,"N"
Jan_16,VI,12/04/2020,0.126689651,0.673087347,58.6,0.49044586,0.949028574,0.942895333,2,"N"
Jan_16,WA,12/04/2020,0.326584698,0.659041843,97.29090909,0.587724377,0.904752861,0.892823431,11,"N"
Jan_16,NSW,11/04/2020,0.121647034,0.437398258,75.2,0.178343949,0.837336224,0.830475578,1,"N"
Jan_16,NT,11/04/2020,0.614175445,0.762272806,118.78,0.606369427,0.859015415,0.840594262,55,"N"
Jan_16,QL,11/04/2020,0.895257735,0.532563837,86.31689189,0.700421759,0.896447962,0.883379186,296,"N"
Jan_16,TA,11/04/2020,0.071964494,0.334931184,34.8,0.133757962,0.837336224,0.830475578,1,"N"
Jan_16,WA,11/04/2020,0.793957178,0.735454159,132.915528,0.669620604,0.882609941,0.867604484,161,"N"
Jan_16,NSW,10/04/2020,0.105431159,0.60192701,24.83333333,0.267515924,0.803544914,0.776496558,3,"N"
Jan_16,NT,10/04/2020,0.463498275,0.462376731,44.11052632,0.49044586,0.911842697,0.900872556,19,"N"
Jan_16,QL,10/04/2020,0.59081705,0.691414528,52.86933333,0.504118896,0.867499994,0.85032391,75,"N"
Jan_16,WA,10/04/2020,0.184342295,0.792070352,44.04,0.45477707,0.771678766,0.739271553,5,"N"
Jan_16,NT,09/04/2020,0.459570083,0.617811401,103.1111111,0.317055909,0.742886977,0.705370943,9,"N"
Jan_16,QL,09/04/2020,0.490456555,0.527590473,37.54571429,0.453503185,0.859403051,0.841039198,35,"N"
Jan_16,WA,09/04/2020,0.619881471,0.946037117,183.7222222,0.748879453,0.896989227,0.883995226,54,"N"
Jan_16,NSW,08/04/2020,0.193733934,0.277487035,23.8,0.187261146,0.646243374,0.589640918,5,"N"
Jan_16,NT,08/04/2020,0.480176165,0.558046232,36.37142857,0.445859873,0.838660843,0.817173789,35,"N"
Jan_16,QL,08/04/2020,0.273923538,0.489713739,32.475,0.24522293,0.753133845,0.717465653,8,"N"
Jan_16,WA,08/04/2020,0.331995774,0.585252493,66.7,0.230360934,0.773889798,0.741864304,6,"N"
Jan_16,NSW,07/04/2020,0.081380792,0.265832393,22.85,0.133757962,0.533352231,0.450859361,2,"R"
Jan_16,NT,07/04/2020,0.725299274,0.608805395,63.15689655,0.402811333,0.839737645,0.818415623,116,"R"
Jan_16,QL,07/04/2020,0.420947119,0.422112692,40.86842105,0.457593027,0.803474577,0.776414725,19,"R"
Jan_16,WA,07/04/2020,0.38442744,0.629246307,40.94090909,0.42762015,0.787254684,0.757504896,22,"R"
Jan_16,NSW,06/04/2020,0.460044978,0.395599824,183.8555556,0.894196745,0.782047388,0.751417356,18,"R"
Jan_16,NT,06/04/2020,0.78181836,0.667936029,49.15762082,0.478677811,0.855279242,0.836303742,269,"R"
Jan_16,QL,06/04/2020,0.449099746,0.381338903,52.525,0.337181529,0.845653388,0.825232317,16,"R"
Jan_16,VI,06/04/2020,0.306358496,0.361456878,78.25,0.334394904,0.626014563,0.565037239,6,"R"
Jan_16,WA,06/04/2020,0.46103694,0.52256868,44.94615385,0.390984811,0.824102374,0.800352306,26,"R"
Jan_16,NSW,05/04/2020,0.312491257,0.372849606,42.3,0.401273885,0.862637405,0.844750095,12,"R"
Jan_16,NT,05/04/2020,0.377563321,0.328407452,32.30714286,0.22611465,0.678323728,0.628392012,14,"R"
Jan_16,QL,05/04/2020,0.318874787,0.432463179,23.19230769,0.315531602,0.816109518,0.791091529,13,"R"
Jan_16,SA,05/04/2020,0.252514248,0.247037367,72.03333333,0.371549894,0.830825165,0.808127497,3,"R"
Jan_16,WA,05/04/2020,0.61376448,0.630904618,63.93617021,0.370917469,0.791687842,0.762681022,47,"R"
Jan_16,NSW,04/04/2020,0.022575427,0.412683348,26.2,0.356687898,0.837336224,0.830475578,1,"R"
Jan_16,QL,04/04/2020,0.160895204,0.443315154,31.13333333,0.282377919,0.816445301,0.791480946,3,"R"
Jan_16,WA,04/04/2020,0.610215678,0.755434281,50.41052632,0.488099229,0.875644489,0.859645759,76,"R"
Jan_16,NSW,03/04/2020,0.007421228,0.340946983,26.8,0.222929936,0.837336224,0.830475578,1,"R"
Jan_16,TA,03/04/2020,0.071489907,0.810673874,120.6,0.557324841,0.452225111,0.349805679,2,"R"
Jan_16,WA,03/04/2020,0.640499695,0.685018203,169.6675,0.809235669,0.837626103,0.815980161,40,"R"
Jan_16,NSW,02/04/2020,0.751228428,0.50483493,103.7372549,0.762915782,0.89331199,0.879808544,153,"R"
Jan_16,QL,02/04/2020,0.49729854,0.455605633,37.92962963,0.325312574,0.760223438,0.725814482,27,"R"
Jan_16,VI,02/04/2020,0.279594236,0.536737428,97.5125,0.813694267,0.83238343,0.80992788,8,"R"
Jan_16,WA,02/04/2020,0.397759085,0.636734004,48.12857143,0.583864119,0.850677914,0.831014541,21,"R"
Jan_16,NSW,01/04/2020,1,0.917105498,149.7698068,0.91121038,0.785052863,0.754931875,3365,"R"
Jan_16,NT,01/04/2020,0,0.708598566,20.6,0.267515924,0.837336224,0.830475578,1,"R"
Jan_16,QL,01/04/2020,0.637923976,0.779881281,60.52738095,0.607749469,0.872335544,0.855860566,84,"R"
Jan_16,TA,01/04/2020,0.218283547,0.822074038,165.6142857,0.662420382,0.790290974,0.761050683,7,"R"
Jan_16,VI,01/04/2020,1,1,245.4308846,0.927927756,0.767628833,0.734518543,2001,"R"
Jan_16,WA,01/04/2020,0.529347132,0.858424088,70.01666667,0.72410946,0.837756161,0.816130206,54,"R"
Jan_16,NSW,31/03/2020,0.268814577,0.579598603,76.86,0.481528662,0.926987491,0.918026127,5,"R"
Jan_16,QL,31/03/2020,0.305663448,0.296117694,37.58571429,0.331210191,0.8271655,0.803896524,7,"R"
Jan_16,SA,31/03/2020,0.247417469,0.591991851,58.53333333,0.163481953,0.598612499,0.531509711,3,"R"
Jan_16,TA,31/03/2020,0.061673275,0.540619746,55.7,0.668789809,1,1,2,"R"
Jan_16,VI,31/03/2020,0.65237294,0.601784683,52.76666667,0.502418023,0.870175539,0.853388138,108,"R"
Jan_16,WA,31/03/2020,0.544494168,0.584059734,42.61904762,0.399150743,0.836331073,0.814485856,42,"R"
Jan_16,NSW,30/03/2020,0.138150678,0.66120477,56.73333333,0.639065817,0.938296987,0.930800623,3,"R"
Jan_16,NT,30/03/2020,0.071489907,0.927972365,71.05,0.958598726,0.600689514,0.534058749,2,"R"
Jan_16,QL,30/03/2020,0.269240771,0.462295458,41.37142857,0.554140127,0.854458603,0.835360841,7,"R"
Jan_16,SA,30/03/2020,0.273905594,0.525978986,29.41428571,0.159235669,0.544343664,0.464509068,7,"R"
Jan_16,TA,30/03/2020,0.015186976,0.330917395,24,0.267515924,0.837336224,0.830475578,1,"R"
Jan_16,VI,30/03/2020,0.382892905,0.435622083,62.36,0.249681529,0.458437307,0.35753445,10,"R"
Jan_16,WA,30/03/2020,0.554562518,0.700024429,44.70925926,0.435126209,0.818004782,0.793289095,54,"R"
Jan_16,NSW,29/03/2020,0.02962155,0.738740904,134,1,0.837336224,0.830475578,1,"R"
Jan_16,NT,29/03/2020,0.222524461,0.580755502,40.45,0.345541401,0.736096538,0.697337707,4,"R"
Jan_16,QL,29/03/2020,0.28445026,0.566922808,42.25555556,0.421089879,0.877791207,0.86209993,9,"R"
Jan_16,WA,29/03/2020,0.46055099,0.575667518,39.95517241,0.519657369,0.864540498,0.846932288,29,"R"
Jan_16,NSW,28/03/2020,0.336032807,0.557852721,64.32857143,0.305732484,0.82428727,0.800566318,7,"R"
Jan_16,NT,28/03/2020,0.281876154,0.647153872,90.875,0.579617834,0.799492291,0.771779225,4,"R"
Jan_16,QL,28/03/2020,0.368712432,0.434602196,42.96666667,0.579617834,0.929658199,0.921045462,12,"R"
Jan_16,TA,28/03/2020,0.42965204,0.341949047,94.22,0.477070064,0.889963066,0.875992715,10,"R"
Jan_16,VI,28/03/2020,0.271134868,0.341448036,34.65,0.529458599,0.962447756,0.957982912,8,"R"
Jan_16,WA,28/03/2020,0.426257594,0.743700286,46.796,0.461910828,0.850209533,0.83047582,25,"R"
Jan_16,NSW,27/03/2020,0.10918703,0.484901879,19,0.193205945,0.181066426,0.059030905,3,"R"
Jan_16,QL,27/03/2020,0.120273616,0.433121416,22.53333333,0.252653928,0.181066426,0.059030905,3,"R"
Jan_16,SA,27/03/2020,0.268178214,0.611739643,41.66666667,0.564755839,0.833969215,0.811759361,9,"R"
Jan_16,TA,27/03/2020,0.223621113,0.871276906,269,0.942675159,0.723461279,0.682350845,7,"R"
Jan_16,VI,27/03/2020,0.48892597,0.62295616,71.29268293,0.467609135,0.836355253,0.81451376,41,"R"
Jan_16,WA,27/03/2020,0.518789061,0.55509222,51.07666667,0.364118896,0.68405685,0.635282216,30,"R"
Jan_16,NSW,26/03/2020,0.158410353,0.508679971,29.7,0.237791932,0.642704133,0.58534553,3,"R"
Jan_16,QL,26/03/2020,0.282524975,0.608473728,37.84545455,0.43775333,0.790953588,0.761824119,11,"R"
Jan_16,SA,26/03/2020,0.393468854,0.535280929,86.06666667,0.14118896,0.428555073,0.320442111,6,"R"
Jan_16,TA,26/03/2020,0.378851455,0.873602024,603.85,0.780254777,0.876742747,0.860901458,10,"R"
Jan_16,VI,26/03/2020,0.709579066,0.567116036,132.445,0.440658174,0.859986165,0.841708433,60,"R"
Jan_16,WA,26/03/2020,0.540806706,0.687176997,57.59117647,0.44454852,0.831031609,0.808366056,34,"R"
Jan_16,NSW,25/03/2020,0.051179113,0.606728615,44.3,0.356687898,0.837336224,0.830475578,1,"R"
Jan_16,QL,25/03/2020,0.112852388,0.373597298,15.46666667,0.222929936,0.666964811,0.614709098,3,"R"
Jan_16,TA,25/03/2020,0.187921402,0.450703314,124.25,0.49044586,1,1,2,"R"
Jan_16,VI,25/03/2020,0.38636192,0.507968772,44.6125,0.412420382,0.706483109,0.662132054,16,"R"
Jan_16,WA,25/03/2020,0.534725437,0.588963259,142.356,0.52433121,0.879563176,0.864124785,25,"R"
Jan_16,NSW,24/03/2020,0,0.533338396,20.7,0.178343949,0.837336224,0.830475578,1,"R"
